,SPY_Close,SPY_per_change,SPY_cumulative,SPXL_Close,SPXL_per_change,SPXL_cumulative,TRIPLE_per_change,TRIPLE_cumulative,Portfolio_total,Portfolio_SPY_long,beta_exposure,t,Portfolio_SPXL_short
2017-08-17,243.08999633789062,-0.01559085634345192,0.9900623041846737,34.400001525878906,-0.046827337754605125,0.9657496506853118,-0.04677256903035576,0.9686729637803677,3935.9365632393333,2970.186912554021,-2927.0620395019155,-2927.0620395019155,965.7496506853123
2017-08-18,242.7100067138672,-0.0015631643825246844,0.9885146740542918,34.22999954223633,-0.004941917909936366,0.9609769951900753,-0.004689493147574053,0.9641303785544795,3926.5210173529513,2965.5440221628755,-2917.3869634073512,-2917.3869634073512,960.9769951900757
2017-08-21,242.89999389648438,0.0007827744112798296,0.9892884580463162,34.33000183105469,0.0029214808692874517,0.9637844710973484,0.002348323233839489,0.9663944683228894,3931.6498452362976,2967.8653741389485,-2923.4880391530983,-2923.4880391530983,963.7844710973488
2017-08-22,245.44000244140625,0.010457013621846034,0.9996334609280415,35.34000015258789,0.029420281609759957,0.992139281648146,0.0313710408655381,0.9967112686808768,3991.039664432271,2998.9003827841243,-2977.5174621603146,-2977.5174621603146,992.1392816481464
2017-08-23,244.55999755859375,-0.0035854175116486475,0.9960493576120002,34.9900016784668,-0.009903748517541056,0.982313383708329,-0.010756252534945943,0.985990390570519,3970.46145654433,2988.1480728360007,-2958.7920782889864,-2958.7920782889864,982.3133837083293
2017-08-24,243.99000549316406,-0.0023306839676145996,0.9937278813432611,34.72999954223633,-0.007430755180285575,0.9750140534436744,-0.006992051902843799,0.9790962945839446,3956.197697473458,2981.1836440297834,-2943.858516301241,-2943.858516301241,975.0140534436747
2017-08-25,244.55999755859375,0.00233612874542799,0.9960493576120003,34.939998626708984,0.0060466192698123145,0.9809095922075648,0.00700838623628397,0.9859581795789034,3969.057665043566,2988.148072836001,-2954.5807037866934,-2954.5807037866934,980.909592207565
2017-08-28,244.57000732421875,4.092969301972005e-05,0.9960901256064398,34.9900016784668,0.001431112012683089,0.9823133837083291,0.00012278907905916014,0.9860792444757648,3970.583760527649,2988.2703768193196,-2958.6697743056675,-2958.6697743056675,982.3133837083293
2017-08-29,244.85000610351562,0.0011448614748810204,0.9972305108167561,35.060001373291016,0.002000562774116643,0.9842785632962926,0.0034345844246430612,0.989466016890305,3975.970095746561,2991.6915324502684,-2961.1441574386095,-2961.1441574386095,984.2785632962928
2017-08-30,246.00999450683594,0.004737546965099426,1.0019549371967806,35.599998474121094,0.015402084417527995,0.9994385048185452,0.014212640895298279,1.0035289420664681,4005.3033164088874,3005.864811590342,-2992.4507028652947,-2992.4507028652947,999.4385048185454
2017-08-31,247.49000549316406,0.006016060401509371,1.007982758618547,36.20000076293945,0.016853997599312276,1.0162830389794173,0.018048181204528113,1.0216408142568723,4040.2313148350586,3023.948275855641,-3024.9008410826114,-3024.9008410826114,1016.2830389794175
2017-09-01,247.83999633789062,0.0014141615295903964,1.0094082090582759,36.38999938964844,0.005248580737697184,1.0216170825618531,0.004242484588771189,1.0259751096666168,4049.841709736681,3028.2246271748277,-3036.6266205107318,-3036.6266205107318,1021.6170825618532
2017-09-05,246.05999755859375,-0.0071820481181339435,1.00215859072998,35.599998474121094,-0.021709286308811193,0.9994385048185455,-0.02154614435440183,1.0038693018497167,4005.914277008485,3006.4757721899396,-2991.839742265697,-2991.839742265697,999.4385048185454
2017-09-06,246.89999389648438,0.003413786662704421,1.0055797463609286,35.91999816894531,0.008988755857864295,1.0084222135333083,0.010241359988113263,1.0141502887509755,4025.1614526160943,3016.739239082786,-3008.5274015171394,-3008.5274015171394,1008.4222135333083
2017-09-07,246.8699951171875,-0.0001215017417515174,1.0054575666702756,35.93000030517578,0.00027845592261521723,1.0087030146711633,-0.0003645052252545522,1.0137806256715323,4025.0757146819906,3016.372700010827,-3009.7363440026634,-3009.7363440026634,1008.7030146711634
2017-09-08,246.5800018310547,-0.0011746801631163928,1.0042764756118527,35.7599983215332,-0.00473147737819779,1.0039303591759268,-0.0035240404893491784,1.010208021699348,4016.7597860114847,3012.829426835558,-2998.9616506922225,-2998.9616506922225,1003.9303591759269
2017-09-11,249.2100067138672,0.010665929366869165,1.014988017565537,36.880001068115234,0.03131998879059261,1.0353734467718525,0.031997788100607494,1.0425324439152177,4080.3374994684636,3044.964052696611,-3061.156287618947,-3061.156287618947,1035.3734467718525
2017-09-12,250.0500030517578,0.0033706364722949633,1.0184091731964857,37.27000045776367,0.010574820454265499,1.046322335074579,0.01011190941688489,1.053074437552252,4101.549854664036,3055.227519589457,-3083.739485634279,-3083.739485634279,1046.3223350745789
2017-09-13,250.1699981689453,0.00047988448599478595,1.0188978919590974,37.34000015258789,0.0018781779974363921,1.0482875146625423,0.0014396534579843578,1.054590499807789,4104.981190539835,3056.693675877292,-3088.1688681103337,-3088.1688681103337,1048.2875146625422
2017-09-14,250.08999633789062,-0.0003197898694496937,1.0185720587352451,37.29999923706055,-0.0010712617933551494,1.047164524299633,-0.000959369608349081,1.0535787577330198,4102.880700505369,3055.7161762057353,-3085.777396693164,-3085.777396693164,1047.164524299633
2017-09-15,249.19000244140625,-0.003598680113811592,1.0149065437229905,37.41999816894531,0.0032171296069500865,1.0505333882941053,-0.010796040341434776,1.0422042789616555,4095.2530194630767,3044.7196311689713,-3106.8805337133454,-3106.8805337133454,1050.5333882941054
2017-09-18,249.72000122070312,0.002126886207730161,1.01706513445297,37.63999938964844,0.00587924188851785,1.0567097281958506,0.006380658623190483,1.0488542286813383,4107.90513155476,3051.19540335891,-3118.9337812286412,-3118.9337812286412,1056.7097281958506
2017-09-19,249.97000122070312,0.0010011212509126732,1.0180833399726332,37.75,0.002922439217196482,1.0597978981467233,0.0030033637527380197,1.0520043194536657,4114.047918064623,3054.2500199179,-3125.1436745222695,-3125.1436745222695,1059.7978981467234
2017-09-20,250.05999755859375,0.0003600285532310288,1.0184498790445922,37.83000183105469,0.0021192538027732244,1.062043878872542,0.0010800856596930863,1.0531405742330429,4117.393516006318,3055.3496371337765,-3130.781999483848,-3130.781999483848,1062.0438788725417
2017-09-21,249.38999938964844,-0.002679349658028851,1.0157210957094545,37.5099983215332,-0.008458987418255792,1.0530600630635236,-0.008038048974086553,1.04467537872076,4100.223350191886,3047.163287128363,-3112.0169020622075,-3112.0169020622075,1053.0600630635233
2017-09-22,249.44000244140625,0.00020050143101246753,1.0159247492426537,37.5099983215332,0.0,1.0530600630635236,0.0006015042930374026,1.045303755445891,4100.834310791484,3047.774247727961,-3111.4059414626095,-3111.4059414626095,1053.0600630635233
2017-09-25,248.92999267578125,-0.002044618989068492,1.0138475702088876,37.29999923706055,-0.005598482907745228,1.0471645242996335,-0.0061338569672054755,1.0388920117227032,4088.707234926296,3041.542710626663,-3099.9508622722365,-3099.9508622722365,1047.164524299633
2017-09-26,249.0800018310547,0.0006026158345202592,1.0144585308084855,37.349998474121094,0.0013404621470036737,1.0485682087061423,0.0018078475035607777,1.0407701700525653,4091.9438011315983,3043.3755924254565,-3102.3290336929695,-3102.3290336929695,1048.5682087061418
2017-09-27,250.0500030517578,0.0038943360108092406,1.0184091731964855,37.7400016784668,0.010441853287247893,1.0595172041031242,0.011683008032427722,1.0529294963092006,4114.74472369258,3055.2275195894563,-3123.324092719915,-3123.324092719915,1059.5172041031237
2017-09-28,250.35000610351562,0.0011997722379379905,1.019631032249348,37.880001068115234,0.003709575607367288,1.0634475632790512,0.0035993167138139714,1.0567193230437342,4122.340660027095,3058.893096748044,-3131.4495930891067,-3131.4495930891067,1063.4475632790504
2017-09-29,251.22999572753906,0.003515037357976203,1.0232150734190564,38.22999954223633,0.009239663787013352,1.0732734612188684,0.010545112073928609,1.0678625467359164,4142.918681476037,3069.645220257169,-3150.1751633994345,-3150.1751633994345,1073.2734612188676
2017-10-02,252.32000732421875,0.004338700056587985,1.0276544967160013,38.7599983215332,0.013863426252760824,1.0881527086975216,0.013016100169763956,1.0817619526117703,4171.116198845525,3082.963490148004,-3181.4946359445594,-3181.4946359445594,1088.152708697521
2017-10-03,252.86000061035156,0.002140112834726482,1.0298537932940877,39.02000045776367,0.006708001741218439,1.095452038962176,0.006420338504179446,1.08870723052848,4185.013418844438,3089.561379882263,-3196.7947370042625,-3196.7947370042625,1095.4520389621753
2017-10-04,253.16000366210938,0.0011864393381066929,1.0310756523469502,39.130001068115234,0.002819082754000224,1.0985402089130487,0.0035593180143200787,1.0925822857864205,4191.767165953899,3093.2269570408507,-3202.3936696982937,-3202.3936696982937,1098.540208913048
2017-10-05,254.66000366210938,0.0059251065662095925,1.03718488546493,39.81999969482422,0.017633493684497292,1.1179113107490832,0.017775319698628778,1.1120032852133326,4229.465967143872,3111.5546563947896,-3242.1792758524575,-3242.1792758524575,1117.9113107490825
2017-10-06,254.3699951171875,-0.0011388068041758848,1.036003732260174,39.689998626708984,-0.0032647179586023922,1.114261645616756,-0.0034164204125276543,1.1082042144909319,4222.272842397278,3108.0111967805224,-3234.7737400697433,-3234.7737400697433,1114.2616456167555
2017-10-09,253.9499969482422,-0.0016511309392124307,1.0342931544446998,39.52000045776367,-0.00428314877367908,1.109489097215775,-0.004953392817637292,1.1027148436943972,4212.368560549874,3102.8794633340995,-3225.5878283132242,-3225.5878283132242,1109.4890972157743
2017-10-10,254.6199951171875,0.0026383074502729364,1.0370219377798375,39.79999923706055,0.007084989272611919,1.1173498155676287,0.00791492235081881,1.1114427460573337,4228.415628907141,3111.0658133395127,-3240.983633363371,-3240.983633363371,1117.349815567628
2017-10-11,255.02000427246094,0.0015710044888239683,1.0386511038990986,39.9900016784668,0.004773930780112234,1.1226839662443198,0.004713013466471905,1.1166809906867146,4238.637277941615,3115.953311697296,-3252.098587035661,-3252.098587035661,1122.6839662443192
2017-10-12,254.63999938964844,-0.0014900983312921001,1.0371034116223838,39.79999923706055,-0.004751248647947959,1.1173498155676287,-0.0044702949938763,1.111689097244291,4228.660050434779,3111.3102348671514,-3240.7392118357325,-3240.7392118357325,1117.349815567628
2017-10-13,254.9499969482422,0.0012173953791108083,1.038365976523353,39.93000030517578,0.003266358557971527,1.120999480699956,0.003652186137332425,1.1157491927542702,4236.097410270015,3115.097929570059,-3247.900512529807,-3247.900512529807,1120.9994806999553
2017-10-16,255.2899932861328,0.0013335804744474267,1.0397507211149752,40.08000183105469,0.0037566121896439597,1.125210641013738,0.00400074142334228,1.1202130167677828,4244.462804358663,3119.2521633449255,-3256.3797596962863,-3256.3797596962863,1125.2106410137371
2017-10-17,255.47000122070312,0.0007051115958491838,1.0404838614052259,40.15999984741211,0.0019959584007662734,1.1274565146453008,0.0021153347875475514,1.1225826423316154,4248.908098860978,3121.4515842156775,-3260.9179597202224,-3260.9179597202224,1127.4565146453
2017-10-18,255.72000122070312,0.000978588479294773,1.0415020669248891,40.2599983215332,0.002490001855105506,1.1302638834583185,0.002935765437884319,1.1258782816541415,4254.770084232985,3124.5062007746674,-3266.2854496002856,-3266.2854496002856,1130.2638834583177
2017-10-19,255.7899932861328,0.000273705870075025,1.0417871321543017,40.31999969482422,0.0014903471384131173,1.1319483690026824,0.000821117610225075,1.1268027601381776,4257.309765465587,3125.3613964629053,-3270.48371054514,-3270.48371054514,1131.9483690026816
2017-10-20,257.1099853515625,0.005160452324470377,1.0471632249820306,40.880001068115234,0.013888923053809066,1.1476699128006453,0.015481356973411131,1.1442471959065017,4289.159587746736,3141.489674946092,-3301.520063455842,-3301.520063455842,1147.6699128006444
2017-10-23,256.1099853515625,-0.0038893860875633957,1.0430904029033774,40.459999084472656,-0.0102740208578459,1.1358787281786094,-0.011668158262690187,1.1308959385330253,4265.149936888741,3129.271208710132,-3278.364975825694,-3278.364975825694,1135.8787281786085
2017-10-24,256.55999755859375,0.0017571052780840368,1.0449232225558378,40.650001525878906,0.004696056492971223,1.1412128788553004,0.0052713158342521105,1.1368572482007058,4275.982546522813,3134.769667667513,-3288.868968898385,-3288.868968898385,1141.2128788552996
2017-10-25,255.2899932861328,-0.004950125836241881,1.039750721114975,40.06999969482422,-0.014268187190237702,1.124929839875883,-0.014850377508725643,1.1199744888913943,4244.182003220807,3119.252163344925,-3255.537356282721,-3255.537356282721,1124.9298398758822
2017-10-26,255.6199951171875,0.001292654783710212,1.0410947598584905,40.20000076293945,0.003244349116679146,1.1285795050082101,0.003877964351130636,1.124317710033491,4251.863784583681,3123.284279575472,-3262.4542354491573,-3262.4542354491573,1128.5795050082095
2017-10-27,257.7099914550781,0.00817618487525773,1.0496069430877557,41.150001525878906,0.02363185932611378,1.1552499371088993,0.02452855462577319,1.1518955984007717,4304.070766372166,3148.820829263267,-3316.9289820634294,-3316.9289820634294,1155.2499371088986
2017-10-30,256.75,-0.0037250843463919603,1.045697068694195,40.72999954223633,-0.010206609187570548,1.1434587524868634,-0.01117525303917588,1.13902287361393,4280.549958569448,3137.0912060825854,-3293.2850513780027,-3293.2850513780027,1143.4587524868625
2017-10-31,257.1499938964844,0.0015579119629380855,1.047326172667123,40.869998931884766,0.003437254879005369,1.1473891116627901,0.004673735888814257,1.1443463656965198,4289.367629664159,3141.978518001369,-3300.1888169869985,-3300.1888169869985,1147.3891116627894
2017-11-01,257.489990234375,0.0013221712850886025,1.0487109172587452,41.06999969482422,0.004893583757434872,1.1530039563830807,0.0039665138552658075,1.1488854314112782,4299.136708159316,3146.1327517762356,-3312.879117373005,-3312.879117373005,1153.00395638308
2017-11-02,257.5899963378906,0.00038838831530729756,1.0491182243251438,41.099998474121094,0.0007304304728459332,1.1538461456081348,0.0011651649459218927,1.150224072442839,4301.200818583566,3147.354672975431,-3314.183763848971,-3314.183763848971,1153.8461456081343
2017-11-03,258.45001220703125,0.0033387005759824007,1.0526209159449718,41.459999084472656,0.008759139263186055,1.163952844685807,0.010016101727947202,1.1617448337623602,4321.815592520722,3157.8627478349154,-3333.9957862225046,-3333.9957862225046,1163.9528446858064
2017-11-06,258.8500061035156,0.0015476644518939153,1.0542500199179,41.630001068115234,0.004100385610144475,1.1687255001810433,0.004642993355681746,1.1671388073065163,4331.475559934743,3162.7500597536996,-3343.4264407894284,-3343.4264407894284,1168.725500181043
2017-11-07,258.6700134277344,-0.0006953551150749027,1.0535169417739823,41.599998474121094,-0.0007206964502607383,1.1678832038617335,-0.002086065345224708,1.1647040794875272,4328.43402918368,3160.550825321947,-3343.098786263252,-3343.098786263252,1167.8832038617331
2017-11-08,259.1099853515625,0.0017009003788182042,1.055308869139337,41.810001373291016,0.005048146799826458,1.1737788497198791,0.005102701136454613,1.1706472163175614,4339.70545713789,3165.9266074180114,-3355.4099417416255,-3355.4099417416255,1173.778849719879
2017-11-09,258.1700134277344,-0.0036276947125475356,1.0514805307346557,41.34000015258789,-0.011241358652606226,1.1605839806913343,-0.010883084137642607,1.1579069641668802,4315.025572895302,3154.441592203967,-3327.3103498700357,-3327.3103498700357,1160.583980691334
2017-11-10,258.0899963378906,-0.0003099395192390775,1.0511546353644705,41.2599983215332,-0.0019352160319157097,1.158337999965516,-0.0009298185577172324,1.1568303207834878,4311.801906058927,3153.4639060934114,-3321.5500938031364,-3321.5500938031364,1158.3379999655158
2017-11-13,258.3299865722656,0.0009298703467017777,1.0521320728896941,41.369998931884766,0.0026660352599712223,1.1614261699163886,0.002789611040105333,1.160057427417874,4317.82238858547,3156.3962186690824,-3327.882291080082,-3327.882291080082,1161.4261699163883
2017-11-14,257.7300109863281,-0.0023225162277847877,1.049688479076635,41.099998474121094,-0.00652647968901876,1.1538461456081344,-0.006967548683354363,1.1519746708168532,4302.911582838039,3149.065437229905,-3312.472999594497,-3312.472999594497,1153.8461456081343
2017-11-15,256.44000244140625,-0.005005270980996901,1.0444345037932259,40.459999084472656,-0.015571761883432123,1.1358787281786085,-0.015015812942990703,1.1346768346448042,4269.182239558286,3133.3035113796777,-3274.3326731561483,-3274.3326731561483,1135.8787281786085
2017-11-16,258.6199951171875,0.00850098524031706,1.05331322609445,41.459999084472656,0.02471576921967289,1.1639528446858065,0.02550295572095118,1.1636144477163397,4323.892522969157,3159.93967828335,-3331.91885577407,-3331.91885577407,1163.9528446858064
2017-11-17,257.8599853515625,-0.002938712319133008,1.0502178415410206,41.130001068115234,-0.007959431346948875,1.154688441927444,-0.008816136957399023,1.1533558633796643,4305.341966550506,3150.653524623062,-3313.4118011592695,-3313.4118011592695,1154.6884419274438
2017-11-20,258.29998779296875,0.0017063618490722465,1.0520098931990411,41.279998779296875,0.0036469172693001095,1.1588994951469704,0.00511908554721674,1.1592599907106889,4314.929174744094,3156.0296795971235,-3320.6688058437876,-3320.6688058437876,1158.8994951469704
2017-11-21,259.989990234375,0.006542789474542232,1.0588929724553782,42.099998474121094,0.01986433427986123,1.1819202621153322,0.019628368423626696,1.1820143729071284,4358.599179481467,3176.6789173661346,-3369.0818689798616,-3369.0818689798616,1181.9202621153322
2017-11-22,259.760009765625,-0.000884574319736986,1.0579563029245942,42.0099983215332,-0.0021377709227997643,1.1793935873459143,-0.002653722959210958,1.1788776342276275,4353.262496119697,3173.8689087737826,-3364.3118532639596,-3364.3118532639596,1179.3935873459143
2017-11-24,260.3599853515625,0.0023097303795101,1.0603998967376533,42.25,0.00571296567616808,1.1861314224291142,0.0069291911385302996,1.1870463026841291,4367.331112642074,3181.19969021296,-3377.194577074382,-3377.194577074382,1186.131422429114
2017-11-27,260.2300109863281,-0.0004992102187241221,1.059870534273268,42.209999084472656,-0.0009467672314164011,1.1850084320662049,-0.0014976306561723662,1.1852685457509333,4364.620034886009,3179.611602819804,-3375.4136933788113,-3375.4136933788113,1185.008432066205
2017-11-28,262.8699951171875,0.010144810434635332,1.070622719928726,43.470001220703125,0.029850797525697415,1.2203818788380574,0.030434431303905995,1.2213415198832707,4432.2500386242355,3211.868159786178,-3449.2774767279952,-3449.2774767279952,1220.3818788380574
2017-11-29,262.7099914550781,-0.0006086798230359181,1.0699710534810214,43.38999938964844,-0.0018403917370166667,1.218135898112239,-0.0018260394691077542,1.2191113020627038,4428.049058555303,3209.913160443064,-3444.4945338936523,-3444.4945338936523,1218.135898112239
2017-11-30,265.010009765625,0.008754970824701891,1.0793386188375234,44.47999954223633,0.025120999491139218,1.248736689388855,0.026264912474105673,1.2511311537075738,4486.752545901425,3238.0158565125703,-3508.194211653994,-3508.194211653994,1248.736689388855
2017-12-01,264.4599914550781,-0.0020754623986969367,1.0770984921186646,44.25,-0.005170853071118642,1.24227965544351,-0.00622638719609081,1.2433411267114987,4473.575131799504,3231.2954763559937,-3495.543489974536,-3495.543489974536,1242.2796554435101
2017-12-04,264.1400146484375,-0.0012099251946583456,1.0757952835159217,44.09000015258789,-0.0036158157607256713,1.2377878010861285,-0.0036297755839750367,1.2388280774472094,4465.173651633893,3227.385850547765,-3485.977552710621,-3485.977552710621,1237.7878010861286
2017-12-05,263.19000244140625,-0.0035966235872882946,1.0719260528241348,43.599998474121094,-0.011113669239532498,1.2240314368761291,-0.010789870761864884,1.2254612825953843,4439.809595348534,3215.7781584724044,-3456.316152155983,-3456.316152155983,1224.0314368761292
2017-12-06,263.239990234375,0.00018993044000548132,1.072129644211001,43.59000015258789,-0.00022931930924574573,1.2237507428325296,0.000569791320016444,1.2261595397972234,4440.1396754655325,3216.388932633003,-3454.8632958645862,-3454.8632958645862,1223.7507428325296
2017-12-07,264.07000732421875,0.0031530812970503863,1.075510156140176,44.0099983215332,0.009635195399749996,1.2355418203603101,0.009459243891151159,1.237758081933627,4462.072288780839,3226.5304684205285,-3480.0949926604026,-3480.0949926604026,1235.54182036031
2017-12-08,265.510009765625,0.005453108650988359,1.0813750298768499,44.72999954223633,0.01635994656129869,1.2557552185156544,0.016359325952965076,1.2580069698468959,4499.880308146204,3244.1250896305496,-3523.1405659164143,-3523.1405659164143,1255.7552185156544
2017-12-11,266.30999755859375,0.003013023100993273,1.0846332378227062,45.13999938964844,0.009166104440152534,1.2672656019998354,0.009039069302979819,1.2693781820309735,4521.165315467953,3253.8997134681185,-3547.897092531387,-3547.897092531387,1267.2656019998353
2017-12-12,266.7799987792969,0.0017648651008670413,1.08654746917138,45.38999938964844,0.005538325285341816,1.274284131126635,0.005294595302601124,1.2760990257907792,4533.926538640775,3259.64240751414,-3563.2099858657643,-3563.2099858657643,1274.2841311266347
2017-12-13,266.75,-0.00011244763263418278,1.086425289480727,43.7400016784668,-0.03635156936261019,1.2279619031463118,-0.00033734289790254834,1.2756685428474084,4487.237771588492,3259.2758684421806,-3424.6098409967544,-3424.6098409967544,1227.9619031463114
2017-12-14,265.6600036621094,-0.00408620932667525,1.081985928330115,43.209999084472656,-0.012117114166803056,1.2130825485734031,-0.01225862798002575,1.2600305967548204,4459.0403335637475,3245.957784990345,-3393.2898607298644,-3393.2898607298644,1213.0825485734028
2017-12-15,266.510009765625,0.0031996013392996403,1.0854478519555033,44.27000045776367,0.024531390783387508,1.242841150624965,0.009598804017898921,1.2721253835096262,4499.184706491475,3256.34355586651,-3472.1798960083847,-3472.1798960083847,1242.8411506249647
2017-12-18,268.20001220703125,0.006341234398259399,1.0923309312118403,45.13999938964844,0.019652110297916137,1.2672656019998358,0.019023703194778196,1.2963259192320566,4544.2583956353565,3276.992793635521,-3524.8040123639844,-3524.8040123639844,1267.2656019998353
2017-12-19,267.1700134277344,-0.003840412872545995,1.0881359294425341,44.52000045776367,-0.013735023045369,1.2498596797517647,-0.011521238617637986,1.2813906389903553,4514.267468079366,3264.4077883276022,-3485.1712509276895,-3485.1712509276895,1249.8596797517641
2017-12-20,267.0299987792969,-0.0005240657311842423,1.087565674691043,44.41999816894531,-0.002246232879382637,1.2470522038444916,-0.0015721971935527268,1.2793760402238898,4509.74922791762,3262.697024073129,-3478.4595874603447,-3478.4595874603447,1247.052203844491
2017-12-21,267.5799865722656,0.0020596479627119635,1.0898056771172357,44.650001525878906,0.005177923602311063,1.253509344884092,0.0061789438881358905,1.2872812329882588,4522.926376235799,3269.4170313517075,-3491.1110033005675,-3491.1110033005675,1253.5093448840914
