,SPY_Close,SPY_per_change,SPY_cumulative,SPXL_Close,SPXL_per_change,SPXL_cumulative,ideal_per_change,ideal_cumulative,shares_under,shares_trip,portfolio_SPY_long,portfolio_SPXL_short,portfolio_total,beta_exposure
2020-05-08,292.44,0.02,1.19,36.39,0.05,1.02,0.05,1.1,10.8,-29.44,3158.82,-1071.22,2087.6,-54.85
2020-05-11,292.5,0.0,1.19,36.38,-0.0,1.02,0.0,1.1,10.8,-29.44,3159.47,-1070.93,2088.54,-53.32
2020-05-12,286.67,-0.02,1.17,34.24,-0.06,0.96,-0.06,1.04,10.8,-29.44,3096.5,-1007.93,2088.56,72.7
2020-05-13,281.6,-0.02,1.15,32.45,-0.05,0.91,-0.05,0.98,9.9,-30.34,2787.16,-984.58,1802.59,-166.56
2020-05-14,284.97,0.01,1.16,33.55,0.03,0.94,0.04,1.02,10.31,-29.93,2937.19,-1004.22,1932.97,-75.46
2020-05-15,286.28,0.0,1.17,33.96,0.01,0.95,0.01,1.03,10.31,-29.93,2950.69,-1016.49,1934.2,-98.78
2020-05-18,295.0,0.03,1.2,37.09,0.09,1.04,0.09,1.12,10.8,-29.44,3185.54,-1091.95,2093.6,-90.3
2020-05-19,291.97,-0.01,1.19,35.98,-0.03,1.01,-0.03,1.09,10.8,-29.44,3152.82,-1059.27,2093.56,-24.98
2020-05-20,296.93,0.02,1.21,37.83,0.05,1.06,0.05,1.14,10.8,-29.44,3206.38,-1113.73,2092.65,-134.81
2020-05-21,294.88,-0.01,1.2,36.94,-0.02,1.04,-0.02,1.12,10.8,-29.44,3184.25,-1087.53,2096.72,-78.34
2020-05-22,295.44,0.0,1.2,37.19,0.01,1.04,0.01,1.13,10.8,-29.44,3190.3,-1094.89,2095.4,-94.38
2020-05-26,299.08,0.01,1.22,38.64,0.04,1.08,0.04,1.17,11.1,-29.13,3321.17,-1125.75,2195.42,-56.08
2020-05-27,303.53,0.01,1.24,40.26,0.04,1.13,0.04,1.22,11.1,-29.13,3370.58,-1172.95,2197.64,-148.25
2020-05-28,302.97,-0.0,1.23,40.1,-0.0,1.12,-0.01,1.21,11.1,-29.13,3364.37,-1168.28,2196.08,-140.49
2020-05-29,304.32,0.0,1.24,40.53,0.01,1.14,0.01,1.23,11.37,-28.87,3460.9,-1169.95,2290.94,-48.96
2020-06-01,305.55,0.0,1.24,41.1,0.01,1.15,0.01,1.25,11.37,-28.87,3474.89,-1186.41,2288.48,-84.33
2020-06-02,308.08,0.01,1.25,42.1,0.02,1.18,0.02,1.28,11.37,-28.87,3503.66,-1215.27,2288.39,-142.16
2020-06-03,312.18,0.01,1.27,43.8,0.04,1.23,0.04,1.33,11.76,-28.48,3671.66,-1247.32,2424.35,-70.29
2020-06-04,311.36,-0.0,1.27,43.43,-0.01,1.22,-0.01,1.32,11.76,-28.48,3662.02,-1236.78,2425.24,-48.32
2020-06-05,319.34,0.03,1.3,46.77,0.08,1.31,0.08,1.42,12.14,-28.1,3875.78,-1314.33,2561.45,-67.22
2020-06-08,323.2,0.01,1.32,48.48,0.04,1.36,0.04,1.47,12.39,-27.85,4004.9,-1350.05,2654.85,-45.25
2020-06-09,320.79,-0.01,1.31,47.42,-0.02,1.33,-0.02,1.44,12.39,-27.85,3975.03,-1320.53,2654.5,13.44
2020-06-10,319.0,-0.01,1.3,46.65,-0.02,1.31,-0.02,1.41,12.39,-27.85,3952.85,-1299.09,2653.76,55.59
2020-06-11,300.61,-0.06,1.22,38.56,-0.17,1.08,-0.17,1.17,10.21,-30.02,3070.67,-1157.73,1912.94,-402.51
2020-06-12,304.21,0.01,1.24,39.88,0.03,1.12,0.04,1.21,11.01,-29.23,3349.76,-1165.59,2184.17,-147.02
2020-06-15,307.05,0.01,1.25,41.0,0.03,1.15,0.03,1.24,11.36,-28.88,3488.01,-1184.05,2303.97,-64.12
2020-06-16,312.96,0.02,1.27,43.36,0.06,1.22,0.06,1.32,11.68,-28.56,3655.87,-1238.24,2417.63,-58.86
2020-06-17,311.66,-0.0,1.27,42.77,-0.01,1.2,-0.01,1.3,11.68,-28.56,3640.69,-1221.4,2419.29,-23.5
2020-06-18,311.78,0.0,1.27,42.86,0.0,1.2,0.0,1.3,11.68,-28.56,3642.09,-1223.97,2418.12,-29.81
2020-06-19,308.64,-0.01,1.26,42.13,-0.02,1.18,-0.03,1.26,11.68,-28.56,3605.41,-1203.12,2402.29,-3.95
2020-06-22,310.62,0.01,1.26,42.94,0.02,1.2,0.02,1.29,11.68,-28.56,3628.54,-1226.25,2402.29,-50.21
2020-06-23,312.05,0.0,1.27,43.47,0.01,1.22,0.01,1.3,11.68,-28.56,3645.24,-1241.39,2403.86,-78.91
2020-06-24,304.09,-0.03,1.24,40.17,-0.08,1.13,-0.08,1.2,11.68,-28.56,3552.26,-1147.15,2405.11,110.82
2020-06-25,307.35,0.01,1.25,41.45,0.03,1.16,0.03,1.24,11.68,-28.56,3590.34,-1183.7,2406.64,39.24
2020-06-26,300.05,-0.02,1.22,38.54,-0.07,1.08,-0.07,1.15,10.8,-29.44,3241.31,-1134.48,2106.83,-162.12
2020-06-29,304.46,0.01,1.24,40.11,0.04,1.12,0.04,1.2,11.22,-29.02,3415.51,-1164.02,2251.49,-76.54
2020-06-30,308.36,0.01,1.26,41.81,0.04,1.17,0.04,1.25,11.51,-28.73,3549.66,-1201.1,2348.56,-53.63
2020-07-01,310.52,0.01,1.26,42.59,0.02,1.19,0.02,1.28,11.51,-28.73,3574.53,-1223.5,2351.02,-95.99
2020-07-02,312.23,0.01,1.27,43.25,0.02,1.21,0.02,1.3,11.51,-28.73,3594.21,-1242.46,2351.75,-133.18
2020-07-06,317.05,0.02,1.29,45.24,0.05,1.27,0.05,1.36,11.9,-28.33,3774.3,-1281.85,2492.44,-71.26
2020-07-07,313.78,-0.01,1.28,43.86,-0.03,1.23,-0.03,1.32,11.9,-28.33,3735.37,-1242.75,2492.62,7.12
2020-07-08,316.18,0.01,1.29,44.83,0.02,1.26,0.02,1.35,11.9,-28.33,3763.94,-1270.24,2493.7,-46.77
2020-07-09,314.38,-0.01,1.28,44.1,-0.02,1.24,-0.02,1.32,11.9,-28.33,3742.51,-1249.55,2492.96,-6.14
2020-07-10,317.59,0.01,1.29,45.45,0.03,1.27,0.03,1.36,11.9,-28.33,3780.72,-1287.8,2492.92,-82.68
2020-07-13,314.84,-0.01,1.28,44.29,-0.03,1.24,-0.03,1.33,11.9,-28.33,3747.99,-1254.93,2493.05,-16.82
2020-07-14,318.92,0.01,1.3,46.01,0.04,1.29,0.04,1.38,11.9,-28.33,3796.56,-1303.67,2492.89,-114.45
2020-07-15,321.85,0.01,1.31,47.24,0.03,1.32,0.03,1.42,12.19,-28.05,3923.5,-1325.01,2598.49,-51.53
2020-07-16,320.79,-0.0,1.31,46.77,-0.01,1.31,-0.01,1.4,12.19,-28.05,3910.58,-1311.83,2598.75,-24.9
2020-07-17,321.72,0.0,1.31,47.13,0.01,1.32,0.01,1.42,12.19,-28.05,3921.92,-1321.92,2599.99,-43.85
2020-07-20,324.32,0.01,1.32,48.31,0.03,1.35,0.02,1.45,12.19,-28.05,3953.61,-1355.02,2598.59,-111.45
2020-07-21,325.01,0.0,1.32,48.62,0.01,1.36,0.01,1.46,12.19,-28.05,3962.02,-1363.72,2598.31,-129.12
2020-07-22,326.86,0.01,1.33,49.43,0.02,1.39,0.02,1.49,12.46,-27.78,4071.94,-1373.22,2698.72,-47.73
2020-07-23,322.96,-0.01,1.31,47.73,-0.03,1.34,-0.04,1.43,12.46,-27.78,4023.35,-1325.99,2697.36,45.37
2020-07-24,320.88,-0.01,1.31,46.74,-0.02,1.31,-0.02,1.4,12.46,-27.78,3997.44,-1298.49,2698.95,101.97
2020-07-27,323.22,0.01,1.32,47.75,0.02,1.34,0.02,1.44,12.46,-27.78,4026.59,-1326.55,2700.04,46.94
2020-07-28,321.17,-0.01,1.31,46.92,-0.02,1.32,-0.02,1.41,12.46,-27.78,4001.05,-1303.49,2697.56,90.58
2020-07-29,325.12,0.01,1.32,48.57,0.04,1.36,0.04,1.46,12.46,-27.78,4050.26,-1349.33,2700.93,2.27
2020-07-30,323.96,-0.0,1.32,48.05,-0.01,1.35,-0.01,1.44,12.46,-27.78,4035.81,-1334.88,2700.93,31.16
2020-07-31,326.52,0.01,1.33,49.21,0.02,1.38,0.02,1.48,12.46,-27.78,4067.7,-1367.11,2700.59,-33.63
2020-08-03,328.79,0.01,1.34,50.21,0.02,1.41,0.02,1.51,12.46,-27.78,4095.98,-1394.89,2701.09,-88.69
2020-08-04,330.06,0.0,1.34,50.78,0.01,1.42,0.01,1.53,12.46,-27.78,4111.8,-1410.73,2701.08,-120.38
2020-08-05,332.11,0.01,1.35,51.71,0.02,1.45,0.02,1.56,12.72,-27.52,4223.52,-1423.15,2800.37,-45.92
2020-08-06,334.33,0.01,1.36,52.77,0.02,1.48,0.02,1.59,12.72,-27.52,4251.75,-1452.32,2799.43,-105.21
2020-08-07,334.57,0.0,1.36,52.87,0.0,1.48,0.0,1.59,12.72,-27.52,4254.8,-1455.07,2799.73,-110.41
2020-08-10,335.57,0.0,1.37,53.38,0.01,1.5,0.01,1.6,12.72,-27.52,4267.52,-1469.11,2798.41,-139.8
2020-08-11,332.8,-0.01,1.35,52.08,-0.02,1.46,-0.02,1.56,12.72,-27.52,4232.29,-1433.33,2798.96,-67.7
2020-08-12,337.44,0.01,1.37,54.17,0.04,1.52,0.04,1.63,12.99,-27.25,4381.92,-1476.3,2905.62,-46.98
2020-08-13,336.83,-0.0,1.37,53.96,-0.0,1.51,-0.01,1.62,12.99,-27.25,4374.0,-1470.58,2903.42,-37.73
2020-08-14,336.84,0.0,1.37,53.91,-0.0,1.51,0.0,1.62,12.99,-27.25,4374.13,-1469.22,2904.92,-33.51
2020-08-17,337.91,0.0,1.38,54.4,0.01,1.52,0.01,1.64,12.99,-27.25,4388.03,-1482.57,2905.46,-59.68
2020-08-18,338.64,0.0,1.38,54.74,0.01,1.53,0.01,1.65,12.99,-27.25,4397.51,-1491.84,2905.67,-78.0
2020-08-19,337.23,-0.0,1.37,54.07,-0.01,1.52,-0.01,1.63,12.99,-27.25,4379.2,-1473.58,2905.62,-41.53
2020-08-20,338.28,0.0,1.38,54.57,0.01,1.53,0.01,1.64,12.99,-27.25,4392.83,-1487.2,2905.63,-68.78
2020-08-21,339.48,0.0,1.38,55.13,0.01,1.55,0.01,1.66,12.99,-27.25,4408.42,-1502.46,2905.95,-98.98
2020-08-24,342.92,0.01,1.4,56.84,0.03,1.59,0.03,1.71,13.27,-26.97,4550.14,-1532.98,3017.16,-48.79
2020-08-25,344.12,0.0,1.4,57.43,0.01,1.61,0.01,1.73,13.27,-26.97,4566.07,-1548.89,3017.17,-80.61
2020-08-26,347.57,0.01,1.41,59.15,0.03,1.66,0.03,1.78,13.52,-26.72,4698.84,-1580.47,3118.37,-42.58
2020-08-27,348.33,0.0,1.42,59.54,0.01,1.67,0.01,1.79,13.52,-26.72,4709.12,-1590.9,3118.22,-63.57
2020-08-28,350.58,0.01,1.43,60.71,0.02,1.7,0.02,1.83,13.52,-26.72,4739.54,-1622.16,3117.38,-126.94
2020-08-31,349.31,-0.0,1.42,60.0,-0.01,1.68,-0.01,1.81,13.52,-26.72,4722.37,-1603.19,3119.18,-87.19
2020-09-01,352.6,0.01,1.44,61.73,0.03,1.73,0.03,1.86,13.78,-26.46,4857.54,-1633.53,3224.01,-43.06
2020-09-02,357.7,0.01,1.46,64.42,0.04,1.81,0.04,1.94,14.04,-26.2,5020.98,-1687.94,3333.04,-42.83
2020-09-03,345.39,-0.03,1.41,57.79,-0.1,1.62,-0.1,1.74,13.16,-27.08,4543.84,-1565.14,2978.7,-151.58
2020-09-04,342.57,-0.01,1.39,56.35,-0.02,1.58,-0.02,1.7,13.16,-27.08,4506.74,-1526.14,2980.6,-71.68
2020-09-08,333.21,-0.03,1.36,51.68,-0.08,1.45,-0.08,1.56,12.56,-27.68,4185.21,-1430.43,2754.78,-106.08
2020-09-09,339.79,0.02,1.38,54.74,0.06,1.53,0.06,1.65,12.97,-27.27,4406.62,-1492.77,2913.85,-71.7
2020-09-10,333.89,-0.02,1.36,51.92,-0.05,1.46,-0.05,1.56,12.97,-27.27,4330.11,-1415.87,2914.23,82.49
2020-09-11,334.06,0.0,1.36,51.94,0.0,1.46,0.0,1.57,12.97,-27.27,4332.31,-1416.42,2915.89,83.06
2020-09-14,338.46,0.01,1.38,54.03,0.04,1.51,0.04,1.63,12.97,-27.27,4389.37,-1473.41,2915.96,-30.86
2020-09-15,340.17,0.01,1.38,54.8,0.01,1.54,0.02,1.65,12.97,-27.27,4411.55,-1494.41,2917.14,-71.68
2020-09-16,338.82,-0.0,1.38,54.19,-0.01,1.52,-0.01,1.63,12.97,-27.27,4394.04,-1477.77,2916.27,-39.28
2020-09-17,335.84,-0.01,1.37,52.78,-0.03,1.48,-0.03,1.59,12.97,-27.27,4355.39,-1439.32,2916.07,37.42
2020-09-18,330.65,-0.02,1.35,50.97,-0.03,1.43,-0.05,1.52,12.97,-27.27,4288.09,-1389.96,2898.12,118.19
2020-09-21,326.97,-0.01,1.33,49.21,-0.03,1.38,-0.03,1.46,12.24,-28.0,4002.87,-1377.71,2625.16,-130.26
2020-09-22,330.3,0.01,1.34,50.74,0.03,1.42,0.03,1.51,12.57,-27.67,4152.64,-1403.8,2748.84,-58.77
2020-09-23,322.64,-0.02,1.31,47.2,-0.07,1.32,-0.07,1.4,12.57,-27.67,4056.34,-1305.86,2750.47,138.75
2020-09-24,323.5,0.0,1.32,47.55,0.01,1.33,0.01,1.42,12.57,-27.67,4067.15,-1315.55,2751.6,120.51
2020-09-25,328.73,0.02,1.34,49.85,0.05,1.4,0.05,1.48,12.57,-27.67,4132.9,-1379.18,2753.72,-4.63
2020-09-28,334.19,0.02,1.36,52.36,0.05,1.47,0.05,1.56,12.57,-27.67,4201.55,-1448.62,2752.92,-144.32
2020-09-29,332.37,-0.01,1.35,51.46,-0.02,1.44,-0.02,1.53,12.57,-27.67,4178.66,-1423.72,2754.94,-92.5
2020-09-30,334.89,0.01,1.36,52.66,0.02,1.48,0.02,1.57,12.81,-27.43,4290.56,-1444.31,2846.25,-42.37
2020-10-01,337.04,0.01,1.37,53.62,0.02,1.5,0.02,1.6,12.81,-27.43,4318.1,-1470.64,2847.46,-93.82
2020-10-02,333.84,-0.01,1.36,52.18,-0.03,1.46,-0.03,1.55,12.81,-27.43,4277.1,-1431.14,2845.96,-16.33
2020-10-05,339.76,0.02,1.38,54.85,0.05,1.54,0.05,1.63,13.05,-27.19,4433.04,-1491.45,2941.59,-41.3
2020-10-06,334.93,-0.01,1.36,52.56,-0.04,1.47,-0.04,1.57,13.05,-27.19,4370.02,-1429.18,2940.84,82.48
2020-10-07,340.76,0.02,1.39,55.23,0.05,1.55,0.05,1.65,13.05,-27.19,4446.08,-1501.78,2944.31,-59.25
2020-10-08,343.78,0.01,1.4,56.69,0.03,1.59,0.03,1.69,13.05,-27.19,4485.49,-1541.48,2944.01,-138.95
2020-10-09,346.85,0.01,1.41,58.22,0.03,1.63,0.03,1.74,13.37,-26.87,4637.39,-1564.31,3073.09,-55.53
2020-10-12,352.43,0.02,1.43,61.1,0.05,1.71,0.05,1.82,13.67,-26.57,4818.53,-1623.22,3195.31,-51.13
2020-10-13,350.13,-0.01,1.43,59.86,-0.02,1.68,-0.02,1.78,13.67,-26.57,4787.09,-1590.28,3196.81,16.26
2020-10-14,347.93,-0.01,1.42,58.79,-0.02,1.65,-0.02,1.75,13.67,-26.57,4757.01,-1561.85,3195.16,71.46
2020-10-15,347.5,-0.0,1.41,58.55,-0.0,1.64,-0.0,1.74,13.67,-26.57,4751.13,-1555.47,3195.65,84.7
2020-10-16,347.29,-0.0,1.41,58.41,-0.0,1.64,-0.0,1.74,13.67,-26.57,4748.26,-1551.75,3196.5,92.99
2020-10-19,342.01,-0.02,1.39,55.78,-0.05,1.56,-0.05,1.66,12.98,-27.26,4440.61,-1520.29,2920.32,-120.25
2020-10-20,343.38,0.0,1.4,56.36,0.01,1.58,0.01,1.68,12.98,-27.26,4458.4,-1536.09,2922.3,-149.89
2020-10-21,342.73,-0.0,1.4,56.02,-0.01,1.57,-0.01,1.67,12.98,-27.26,4449.96,-1526.83,2923.13,-130.53
2020-10-22,344.61,0.01,1.4,56.98,0.02,1.6,0.02,1.7,13.25,-26.99,4566.67,-1537.73,3028.94,-46.52
2020-10-23,345.78,0.0,1.41,57.52,0.01,1.61,0.01,1.72,13.25,-26.99,4582.18,-1552.3,3029.87,-74.73
2020-10-26,339.39,-0.02,1.38,54.41,-0.05,1.52,-0.06,1.62,13.25,-26.99,4497.5,-1468.37,3029.13,92.38
2020-10-27,338.22,-0.0,1.38,53.8,-0.01,1.51,-0.01,1.6,13.25,-26.99,4481.99,-1451.91,3030.08,126.26
2020-10-28,326.66,-0.03,1.33,48.31,-0.1,1.35,-0.1,1.44,11.81,-28.43,3858.24,-1373.34,2484.9,-261.79
2020-10-29,329.98,0.01,1.34,49.72,0.03,1.39,0.03,1.48,12.33,-27.91,4068.87,-1387.6,2681.27,-93.93
2020-10-30,326.54,-0.01,1.33,48.14,-0.03,1.35,-0.03,1.44,12.33,-27.91,4026.45,-1343.5,2682.95,-4.06
2020-11-02,330.2,0.01,1.34,49.8,0.03,1.4,0.03,1.49,12.33,-27.91,4071.58,-1389.83,2681.75,-97.91
2020-11-03,336.03,0.02,1.37,52.39,0.05,1.47,0.05,1.56,12.69,-27.55,4264.9,-1443.18,2821.72,-64.64
2020-11-04,343.54,0.02,1.4,55.89,0.07,1.57,0.07,1.67,13.07,-27.17,4489.5,-1518.56,2970.94,-66.18
2020-11-05,350.24,0.02,1.43,59.17,0.06,1.66,0.06,1.77,13.42,-26.82,4700.05,-1586.9,3113.15,-60.66
2020-11-06,350.16,-0.0,1.43,59.14,-0.0,1.66,-0.0,1.77,13.42,-26.82,4698.98,-1586.1,3112.88,-59.32
2020-11-09,354.56,0.01,1.44,61.4,0.04,1.72,0.04,1.83,13.68,-26.56,4849.08,-1630.94,3218.14,-43.75
2020-11-10,354.04,-0.0,1.44,61.11,-0.0,1.71,-0.0,1.82,13.68,-26.56,4841.97,-1623.24,3218.73,-27.75
2020-11-11,356.67,0.01,1.45,62.41,0.02,1.75,0.02,1.87,13.68,-26.56,4877.94,-1657.77,3220.16,-95.38
2020-11-12,353.21,-0.01,1.44,60.65,-0.03,1.7,-0.03,1.81,13.68,-26.56,4830.61,-1611.02,3219.59,-2.45
2020-11-13,358.1,0.01,1.46,63.12,0.04,1.77,0.04,1.89,13.68,-26.56,4897.49,-1676.63,3220.86,-132.4
2020-11-16,362.57,0.01,1.48,65.5,0.04,1.84,0.04,1.96,14.04,-26.2,5089.09,-1716.28,3372.81,-59.76
2020-11-17,360.62,-0.01,1.47,64.45,-0.02,1.81,-0.02,1.93,14.04,-26.2,5061.72,-1688.77,3372.95,-4.59
2020-11-18,356.28,-0.01,1.45,62.16,-0.04,1.74,-0.04,1.86,14.04,-26.2,5000.8,-1628.76,3372.04,114.51
2020-11-19,357.78,0.0,1.46,62.89,0.01,1.76,0.01,1.88,14.04,-26.2,5021.85,-1647.89,3373.96,78.18
2020-11-20,355.33,-0.01,1.45,61.62,-0.02,1.73,-0.02,1.84,14.04,-26.2,4987.46,-1614.61,3372.85,143.62
2020-11-23,357.46,0.01,1.46,62.76,0.02,1.76,0.02,1.87,14.04,-26.2,5017.36,-1644.49,3372.88,83.91
2020-11-24,363.22,0.02,1.48,65.7,0.05,1.84,0.05,1.96,14.04,-26.2,5098.21,-1721.52,3376.69,-66.35
2020-11-25,362.66,-0.0,1.48,65.42,-0.0,1.83,-0.0,1.96,14.04,-26.2,5090.35,-1714.18,3376.17,-52.2
2020-11-27,363.67,0.0,1.48,65.98,0.01,1.85,0.01,1.97,14.04,-26.2,5104.53,-1728.86,3375.67,-82.05
2020-11-30,362.06,-0.0,1.47,65.09,-0.01,1.82,-0.01,1.95,14.04,-26.2,5081.93,-1705.54,3376.39,-34.68
2020-12-01,366.02,0.01,1.49,67.19,0.03,1.88,0.03,2.01,14.04,-26.2,5137.51,-1760.56,3376.95,-144.18
2020-12-02,366.79,0.0,1.49,67.6,0.01,1.89,0.01,2.02,14.26,-25.98,5231.12,-1756.05,3475.07,-37.02
2020-12-03,366.69,-0.0,1.49,67.55,-0.0,1.89,-0.0,2.02,14.26,-25.98,5229.69,-1754.75,3474.95,-34.55
2020-12-04,369.85,0.01,1.51,69.36,0.03,1.94,0.03,2.07,14.26,-25.98,5274.76,-1801.77,3472.99,-130.54
2020-12-07,369.09,-0.0,1.5,68.91,-0.01,1.93,-0.01,2.06,14.26,-25.98,5263.92,-1790.08,3473.84,-106.31
2020-12-08,370.17,0.0,1.51,69.46,0.01,1.95,0.01,2.08,14.26,-25.98,5279.32,-1804.36,3474.96,-133.77
2020-12-09,366.85,-0.01,1.49,67.65,-0.03,1.9,-0.03,2.02,14.26,-25.98,5231.97,-1757.35,3474.63,-40.06
2020-12-10,366.73,-0.0,1.49,67.53,-0.0,1.89,-0.0,2.02,14.26,-25.98,5230.26,-1754.23,3476.04,-32.42
2020-12-11,366.3,-0.0,1.49,67.28,-0.0,1.89,-0.0,2.01,14.26,-25.98,5224.13,-1747.73,3476.4,-19.07
2020-12-14,364.66,-0.0,1.48,66.39,-0.01,1.86,-0.01,1.99,14.26,-25.98,5200.74,-1724.61,3476.13,26.9
2020-12-15,369.59,0.01,1.5,69.06,0.04,1.94,0.04,2.07,14.26,-25.98,5271.05,-1793.97,3477.08,-110.87
2020-12-16,370.17,0.0,1.51,69.4,0.0,1.95,0.0,2.08,14.26,-25.98,5279.32,-1802.8,3476.52,-129.09
2020-12-17,372.24,0.01,1.52,70.61,0.02,1.98,0.02,2.11,14.52,-25.72,5405.78,-1815.85,3589.93,-41.77
2020-12-18,369.18,-0.01,1.5,69.71,-0.01,1.95,-0.02,2.06,14.52,-25.72,5361.34,-1792.7,3568.64,-16.77
2020-12-21,367.86,-0.0,1.5,69.01,-0.01,1.93,-0.01,2.04,14.52,-25.72,5342.17,-1774.7,3567.47,18.06
2020-12-22,367.24,-0.0,1.49,68.52,-0.01,1.92,-0.01,2.03,14.52,-25.72,5333.17,-1762.1,3571.06,46.86
2020-12-23,367.57,0.0,1.5,68.64,0.0,1.92,0.0,2.03,14.52,-25.72,5337.96,-1765.19,3572.77,42.4
2020-12-24,369.0,0.0,1.5,69.5,0.01,1.95,0.01,2.06,14.52,-25.72,5358.73,-1787.3,3571.42,-3.19
2020-12-28,372.17,0.01,1.51,71.26,0.03,2.0,0.03,2.11,14.52,-25.72,5404.76,-1832.57,3572.2,-92.94
2020-12-29,371.46,-0.0,1.51,70.88,-0.01,1.99,-0.01,2.1,14.52,-25.72,5394.45,-1822.79,3571.66,-73.93
2020-12-30,371.99,0.0,1.51,71.12,0.0,1.99,0.0,2.11,14.52,-25.72,5402.15,-1828.97,3573.18,-84.75
2020-12-31,373.88,0.01,1.52,72.25,0.02,2.02,0.02,2.14,14.52,-25.72,5429.6,-1858.03,3571.57,-144.48
2021-01-04,368.79,-0.01,1.5,69.26,-0.04,1.94,-0.04,2.05,14.52,-25.72,5355.68,-1781.13,3574.54,12.28
2021-01-05,371.33,0.01,1.51,70.66,0.02,1.98,0.02,2.09,14.52,-25.72,5392.56,-1817.14,3575.43,-58.84
2021-01-06,373.55,0.01,1.52,71.96,0.02,2.02,0.02,2.13,14.52,-25.72,5424.8,-1850.57,3574.24,-126.9
2021-01-07,379.1,0.01,1.54,75.1,0.04,2.1,0.04,2.22,14.9,-25.34,5649.68,-1902.74,3746.94,-58.53
2021-01-08,381.26,0.01,1.55,76.38,0.02,2.14,0.02,2.26,14.9,-25.34,5681.87,-1935.17,3746.7,-123.63
2021-01-11,378.69,-0.01,1.54,74.95,-0.02,2.1,-0.02,2.22,14.9,-25.34,5643.57,-1898.94,3744.63,-53.24
2021-01-12,378.77,0.0,1.54,74.92,-0.0,2.1,0.0,2.22,14.9,-25.34,5644.76,-1898.18,3746.58,-49.77
2021-01-13,379.79,0.0,1.55,75.51,0.01,2.12,0.01,2.24,14.9,-25.34,5659.96,-1913.12,3746.84,-79.41
2021-01-14,378.46,-0.0,1.54,74.65,-0.01,2.09,-0.01,2.21,14.9,-25.34,5640.14,-1891.34,3748.8,-33.87
2021-01-15,375.7,-0.01,1.53,73.02,-0.02,2.05,-0.02,2.16,14.9,-25.34,5599.01,-1850.04,3748.97,48.9
2021-01-19,378.65,0.01,1.54,74.77,0.02,2.1,0.02,2.22,14.9,-25.34,5642.97,-1894.38,3748.6,-40.16
2021-01-20,383.89,0.01,1.56,77.86,0.04,2.18,0.04,2.31,15.16,-25.08,5819.53,-1952.69,3866.83,-38.55
2021-01-21,384.24,0.0,1.56,78.06,0.0,2.19,0.0,2.31,15.16,-25.08,5824.83,-1957.71,3867.12,-48.3
2021-01-22,382.88,-0.0,1.56,77.23,-0.01,2.16,-0.01,2.29,15.16,-25.08,5804.22,-1936.89,3867.32,-6.46
2021-01-25,384.39,0.0,1.56,78.15,0.01,2.19,0.01,2.32,15.16,-25.08,5827.11,-1959.97,3867.14,-52.79
2021-01-26,383.79,-0.0,1.56,77.77,-0.0,2.18,-0.0,2.31,15.16,-25.08,5818.01,-1950.44,3867.57,-33.3
2021-01-27,374.41,-0.02,1.52,72.09,-0.07,2.02,-0.07,2.14,14.58,-25.66,5457.8,-1849.96,3607.84,-92.08
2021-01-28,377.63,0.01,1.54,73.82,0.02,2.07,0.03,2.19,14.81,-25.43,5593.9,-1876.93,3716.98,-36.87
2021-01-29,370.07,-0.02,1.51,69.53,-0.06,1.95,-0.06,2.06,14.39,-25.85,5323.69,-1797.58,3526.11,-69.04
2021-02-01,376.23,0.02,1.53,72.91,0.05,2.04,0.05,2.16,14.71,-25.53,5533.6,-1861.46,3672.14,-50.77
2021-02-02,381.55,0.01,1.55,76.02,0.04,2.13,0.04,2.25,14.98,-25.25,5717.21,-1919.87,3797.34,-42.39
2021-02-03,381.85,0.0,1.55,76.21,0.0,2.14,0.0,2.26,14.98,-25.25,5721.7,-1924.66,3797.04,-52.29
2021-02-04,386.19,0.01,1.57,78.75,0.03,2.21,0.03,2.34,15.22,-25.02,5876.58,-1970.49,3906.09,-34.88
2021-02-05,387.71,0.0,1.58,79.69,0.01,2.23,0.01,2.36,15.22,-25.02,5899.71,-1994.01,3905.7,-82.32
2021-02-08,390.51,0.01,1.59,81.45,0.02,2.28,0.02,2.42,15.44,-24.8,6028.23,-2020.13,4008.1,-32.16
2021-02-09,390.25,-0.0,1.59,81.25,-0.0,2.28,-0.0,2.41,15.44,-24.8,6024.22,-2015.17,4009.05,-21.29
2021-02-10,390.08,-0.0,1.59,81.15,-0.0,2.27,-0.0,2.41,15.44,-24.8,6021.6,-2012.69,4008.91,-16.47
2021-02-11,390.71,0.0,1.59,81.55,0.0,2.29,0.0,2.42,15.44,-24.8,6031.32,-2022.61,4008.71,-36.51
2021-02-12,392.64,0.0,1.6,82.78,0.02,2.32,0.01,2.46,15.44,-24.8,6061.11,-2053.12,4008.0,-98.24
2021-02-16,392.3,-0.0,1.6,82.58,-0.0,2.31,-0.0,2.45,15.44,-24.8,6055.87,-2048.16,4007.71,-88.6
2021-02-17,392.39,0.0,1.6,82.6,0.0,2.32,0.0,2.45,15.44,-24.8,6057.25,-2048.65,4008.6,-88.7
2021-02-18,390.72,-0.0,1.59,81.52,-0.01,2.28,-0.01,2.42,15.44,-24.8,6031.48,-2021.87,4009.61,-34.12
2021-02-19,390.03,-0.0,1.59,81.07,-0.01,2.27,-0.01,2.41,15.44,-24.8,6020.82,-2010.7,4010.12,-11.29
